DATE_TIME,PLANT_ID,DC_POWER,AC_POWER,DAILY_YIELD,TOTAL_YIELD,AMBIENT_TEMPERATURE,MODULE_TEMPERATURE,IRRADIATION
2020-05-15 00:00:00,4135001,0.0,0.0,0.0,6837222.666666667,25.012696950000002,22.643083233333332,0.0
2020-05-15 01:00:00,4135001,0.0,0.0,0.0,6845193.441860465,24.66732843928571,22.41195959404762,0.0
2020-05-15 02:00:00,4135001,0.0,0.0,0.0,6837222.666666667,24.98683673333333,23.51207183333333,0.0
2020-05-15 03:00:00,4135001,0.0,0.0,0.0,6837222.666666667,24.954589040476186,24.126433492857146,0.0
2020-05-15 04:00:00,4135001,0.0,0.0,0.0,6849041.402298851,24.27666985,22.133105999999998,0.0
2020-05-15 05:00:00,4135001,0.0,0.0,0.0,6841254.94117647,24.274983049999996,23.02011823452381,0.000215680310333325
2020-05-15 06:00:00,4135001,592.8138842863954,57.61524086404651,14.015088593430233,6845207.419825582,24.07395065,22.9739853,0.04324318552999995
2020-05-15 07:00:00,4135001,1976.423944772727,193.7433468602273,150.09692911352272,6852952.128659091,24.889582025,28.806721364285714,0.14756142282857138
2020-05-15 08:00:00,4135001,4220.533982636363,414.1289136886364,438.9719832284091,6853240.793125,26.160301766666667,36.58531696666666,0.31628041066666657
2020-05-15 09:00:00,4135001,5708.149959420454,559.1897118522728,943.1413014011364,6853744.952806818,27.644041851190476,42.92346050833333,0.4396227654285715
2020-05-15 10:00:00,4135001,6636.0175730227265,649.6473741886364,1578.8947240272728,6854380.567579546,28.90181376666667,48.36988061666666,0.5150172215
2020-05-15 11:00:00,4135001,7694.847943613637,752.6039339681818,2251.5895021704546,6855053.495136364,30.18125093809524,48.84254719285714,0.5618510868928571
2020-05-15 12:00:00,4135001,8780.62310625,858.4139880829546,3029.494521125,6855831.2883409085,31.837944483333334,50.50314281666666,0.6783298891666667
2020-05-15 13:00:00,4135001,7115.079139625,696.7075487045454,3801.369521136364,6856603.020204545,32.58073820119048,47.702169028571426,0.5102064738571428
2020-05-15 14:00:00,4135001,8930.334794522727,872.8620900977272,4650.2126082272725,6857451.662852272,33.917765453571434,51.74296217738095,0.6594180685952381
2020-05-15 15:00:00,4135001,6208.556818181818,608.1986201272728,5355.642383647727,6858157.648079545,34.19202876666667,45.24501753333333,0.43940194566666657
2020-05-15 16:00:00,4135001,4437.164772727273,435.4760619590909,5886.039637443181,6858687.9184318185,34.18140343333333,41.259987966666664,0.3230948608333333
2020-05-15 17:00:00,4135001,1559.9149080227273,152.61386634261365,6184.644886352273,6858986.5677954545,33.02189040952381,34.64146269404762,0.11656907559047618
2020-05-15 18:00:00,4135001,98.91156655806817,9.551461039034091,6247.114245147727,6859049.025215909,29.18877659404762,28.038944299999997,0.00838397645314285
2020-05-15 19:00:00,4135001,0.0,0.0,6247.357142857143,6918639.214285715,26.3398656,24.710708200000003,5.6400666e-05
2020-05-15 20:00:00,4135001,0.0,0.0,6247.357142857143,6918639.214285715,22.60343674404762,20.428886111904763,0.0
2020-05-15 21:00:00,4135001,0.0,0.0,4373.15,6869478.675,22.186489316666666,20.739117483333334,0.0
2020-05-15 22:00:00,4135001,0.0,0.0,3975.590909090909,6859050.681818182,22.13324119047619,20.882504382142855,0.0
2020-05-15 23:00:00,4135001,0.0,0.0,3975.590909090909,6859050.681818182,22.23601830769231,21.241316538461536,0.0
2020-05-16 02:00:00,4135001,0.0,0.0,0.0,6873589.76744186,21.594316733333333,19.80222738333333,0.0
2020-05-16 03:00:00,4135001,0.0,0.0,0.0,6859050.681818182,21.707953366666665,20.25878603333333,0.0
2020-05-16 04:00:00,4135001,0.0,0.0,0.0,6859050.681818182,21.92854975595238,20.762247840476192,0.0
2020-05-16 05:00:00,4135001,0.0,0.0,0.0,6859050.681818182,21.9089015,20.61456405,3.679236605e-05
2020-05-16 06:00:00,4135001,556.5361201082954,53.99545454421591,14.782670454863636,6859065.464500001,21.977285575,21.018062401190473,0.039656076961309475
2020-05-16 07:00:00,4135001,2355.597402590909,231.03051947954546,147.2952516244318,6859197.980318182,22.867214584523808,25.23972486785714,0.16622843759523806
2020-05-16 08:00:00,4135001,5347.960836068182,524.350040584091,518.3443587647727,6859569.026170454,24.810612966666664,34.82467651666667,0.3835834596666667
2020-05-16 09:00:00,4135001,6357.830560045454,622.8289366897727,1107.5602678784091,6860158.242068183,26.480266933333333,39.938825566666665,0.4604658103333333
2020-05-16 10:00:00,4135001,8052.008116954546,787.9552556795454,1807.0310470795455,6860857.712863636,28.15197038809524,47.41450148333333,0.552785017345238
2020-05-16 11:00:00,4135001,7923.825284147728,775.522301134091,2596.0200892954545,6861646.701897726,29.51412865,47.71051726666666,0.5584641586666665
2020-05-16 12:00:00,4135001,9516.340300318181,930.2612621579545,3426.132102340909,6862476.813852272,30.643568545238097,50.86235429761904,0.6954473704761904
2020-05-16 13:00:00,4135001,8705.970373443182,851.5458198181818,4371.099228897728,6863421.781045455,31.490084383333333,50.48822185,0.6139163518333333
2020-05-16 14:00:00,4135001,7392.4474432159095,723.7512175306819,5133.238636386363,6864183.920431819,32.0017147202381,47.24071738690476,0.5202818691071428
2020-05-16 15:00:00,4135001,5506.677556829545,539.8100649375,5805.151379863636,6864855.833204546,32.34811151666666,43.648819533333324,0.3836832741666666
2020-05-16 16:00:00,4135001,2760.0160308636364,270.8859577920455,6188.217532454545,6865238.899363637,31.945855309523807,36.14177540119047,0.18631905705952378
2020-05-16 17:00:00,4135001,1374.118506515909,134.18439529215908,6392.9058441590905,6865443.587659091,31.40916235,32.052246016666665,0.0932087213833333
2020-05-16 18:00:00,4135001,129.50689934659093,12.513108766477274,6457.671672045454,6865508.353522727,29.379739349999998,26.67844488333333,0.008846148554976651
2020-05-16 19:00:00,4135001,0.0,0.0,6459.727272727273,6865510.409090909,27.773843579761902,25.173710835714285,0.0
2020-05-16 20:00:00,4135001,0.0,0.0,6459.727272727273,6865510.409090909,26.609752547619046,24.006616385714285,0.0
2020-05-16 21:00:00,4135001,0.0,0.0,6459.727272727273,6865510.409090909,25.508788466666665,22.83895318333333,0.0
2020-05-16 22:00:00,4135001,0.0,0.0,6459.727272727273,6865510.409090909,24.74963269761905,22.099702804761904,0.0
2020-05-16 23:00:00,4135001,0.0,0.0,6330.920454545455,6865510.409090909,24.370390283333332,22.0790273,0.0
2020-05-17 00:00:00,4135001,0.0,0.0,55.77272727272727,6865510.409090909,24.0033637,21.570909944047617,0.0
2020-05-17 01:00:00,4135001,0.0,0.0,0.0,6865510.409090909,23.773983484375,21.613145309375,0.0
2020-05-17 02:00:00,4135001,0.0,0.0,0.0,6865510.409090909,23.40926451547619,21.333184027380955,0.0
2020-05-17 03:00:00,4135001,0.0,0.0,0.0,6865510.409090909,23.106247950000004,21.16272228333333,0.0
2020-05-17 04:00:00,4135001,0.0,0.0,0.0,6865510.409090909,22.825052916666667,20.967664583333335,0.0
2020-05-17 05:00:00,4135001,0.0,0.0,0.0,6865510.409090909,22.56940003452381,21.014346436904763,8.33637205e-05
2020-05-17 06:00:00,4135001,364.5541801931818,35.32816558477273,7.889407467443181,6865518.298488636,22.780542049999998,21.898464,0.029804955638333325
2020-05-17 07:00:00,4135001,2751.971185068182,269.8976461068182,138.2832792184091,6865648.692386363,23.785956519047616,27.036007041666664,0.21195417485238088
2020-05-17 08:00:00,4135001,5828.107954534091,571.1116274363636,562.7027191556818,6866073.111829545,25.97143091666667,39.30826661666667,0.43525991499999994
2020-05-17 09:00:00,4135001,8218.946225693182,804.2120332886363,1242.9370941363636,6866753.346204545,28.375963504761906,47.53485876190476,0.6042784054880952
2020-05-17 10:00:00,4135001,10310.798701352272,1007.2373376874999,2167.57487825,6867678.008318182,30.33595685,51.79666196666666,0.7530183226666667
2020-05-17 11:00:00,4135001,11654.63879859091,1136.9620264943183,3258.120265125,6868768.171420455,31.88541513452381,60.1113761095238,0.9144147961666667
2020-05-17 12:00:00,4135001,9389.199066579546,917.3577313204546,4254.473214306819,6869764.882284091,33.05976041666667,56.041961300000004,0.7314588040000001
2020-05-17 13:00:00,4135001,7765.339082784091,759.1944399238637,5077.249797079546,6870587.658886364,33.680019560714285,50.87901851904762,0.5605612115714285
2020-05-17 14:00:00,4135001,7042.7447239545445,689.005357140909,5842.612013011364,6871353.021079546,34.24005043333334,48.93140163333333,0.5259670066666666
2020-05-17 15:00:00,4135001,7136.542816499999,698.6413758113636,6584.924512931818,6872095.333659091,34.98917440952381,49.21295312023809,0.5185228104285714
2020-05-17 16:00:00,4135001,4750.706507056818,465.9176609863636,7144.4454816022735,6872654.854556818,31.174709830952377,38.86334765595238,0.3352452847619047
2020-05-17 17:00:00,4135001,1487.946022755682,145.39324269136364,7433.370535681818,6872943.7796590915,27.844508734523806,30.243215540476193,0.10356787474523806
2020-05-17 18:00:00,4135001,112.07913961136364,10.825324675340909,7502.894074659091,6873013.303181818,26.157002700000003,25.36307478333333,0.008707614050644949
2020-05-17 19:00:00,4135001,0.0,0.0,7504.818181818182,6873015.2272727275,25.89215509285714,24.07597265119048,0.0
2020-05-17 20:00:00,4135001,0.0,0.0,7504.818181818182,6873015.2272727275,25.4372325,24.018703249999998,0.0
2020-05-17 21:00:00,4135001,0.0,0.0,7504.818181818182,6873015.2272727275,22.672175189285714,21.616323048809523,0.0
2020-05-17 22:00:00,4135001,0.0,0.0,7504.818181818182,6873015.2272727275,21.282171183333332,20.5714665,0.0
2020-05-17 23:00:00,4135001,0.0,0.0,7390.037337659091,6873015.2272727275,21.229909388095237,20.605397145238094,0.0
2020-05-18 00:00:00,4135001,0.0,0.0,64.57102272727273,6873015.2272727275,21.119113166666665,20.534996016666668,0.0
2020-05-18 01:00:00,4135001,0.0,0.0,0.0,6873015.2272727275,21.017826299999996,20.409069783333333,0.0
2020-05-18 02:00:00,4135001,0.0,0.0,0.0,6873015.2272727275,21.079607952380954,20.260328083333334,0.0
2020-05-18 03:00:00,4135001,0.0,0.0,0.0,6873015.2272727275,21.342248533333333,20.76537223333333,0.0
2020-05-18 04:00:00,4135001,0.0,0.0,0.0,6873015.2272727275,21.161303357142856,20.12031880119048,0.0
2020-05-18 05:00:00,4135001,0.0,0.0,0.0,6873015.2272727275,21.146922449999998,19.957759616666667,0.000129991415833325
2020-05-18 06:00:00,4135001,587.0048701386363,56.95588474180682,16.720779220772727,6873031.948045454,21.505703271428573,21.206793042857143,0.042866835285238075
2020-05-18 07:00:00,4135001,2394.0144074545456,234.77621753522726,170.63737824488638,6873185.864659091,22.459750416666665,26.47023108333333,0.16711463099999999
2020-05-18 08:00:00,4135001,1599.330560034091,156.31708603977273,361.18039772613633,6873376.407681819,23.406023174999998,26.899411533333332,0.10386008539404758
2020-05-18 09:00:00,4135001,1627.9868100454544,159.25253652386365,530.0125811670455,6873545.239886364,23.757182816666663,27.298904366666665,0.10537978321666665
2020-05-18 10:00:00,4135001,3202.9904626477273,314.13336038977275,721.5996347443182,6873736.826909091,24.01112490595238,28.96312941547619,0.20958487426666667
2020-05-18 11:00:00,4135001,6232.456371795455,610.5872159113636,1231.6229707715909,6874246.85025,25.126056416666664,38.40726119999999,0.42150088016666665
2020-05-18 12:00:00,4135001,8298.032873375,812.0459212659091,1933.0653409318181,6874948.29259091,26.44752098333333,44.38732865,0.577475432
2020-05-18 13:00:00,4135001,10520.341112068183,1027.3545860397726,2802.693587659091,6875817.920863637,27.343820420238092,47.82486024404762,0.7671310242380952
2020-05-18 14:00:00,4135001,6869.028003170454,672.3878855465908,3733.708603909091,6876748.9358636355,27.673273199999997,43.68171495,0.48995834299999996
2020-05-18 15:00:00,4135001,7575.712662329545,741.6678165602273,4422.851866863636,6877438.07915909,27.475132788095237,42.912243978571425,0.531226582
2020-05-18 16:00:00,4135001,4192.146103886364,411.3768668840909,5020.4496752840905,6878035.676988637,27.395660899999996,36.44824796666666,0.29153992883333335
2020-05-18 17:00:00,4135001,1441.020495109091,140.77051542159091,5282.5614853863635,6878297.788761363,26.212608055952384,28.593954072619045,0.09719897547023806
2020-05-18 18:00:00,4135001,147.98681006363634,14.302617694772726,5349.169237,6878364.396522728,24.89978798333333,24.199809283333334,0.01165390506784995
2020-05-18 19:00:00,4135001,0.0,0.0,5351.727272727273,6878366.954545454,24.479608666666664,23.07689513333333,0.0
2020-05-18 20:00:00,4135001,0.0,0.0,5351.727272727273,6878366.954545454,24.11428349166667,22.052794784523805,0.0
2020-05-18 21:00:00,4135001,0.0,0.0,5351.727272727273,6878366.954545454,23.57697143333333,21.436995449999998,0.0
2020-05-18 22:00:00,4135001,0.0,0.0,5351.727272727273,6878366.954545454,22.91703935238095,20.783325619047616,0.0
2020-05-18 23:00:00,4135001,0.0,0.0,5250.993506488637,6878366.954545454,22.7539302,20.8525065,0.0
2020-05-19 00:00:00,4135001,0.0,0.0,74.66781655909091,6878366.954545454,22.569811802380947,20.528161026190475,0.0
2020-05-19 01:00:00,4135001,0.0,0.0,0.0,6878366.954545454,22.628986116666667,20.65906688333333,0.0
2020-05-19 02:00:00,4135001,0.0,0.0,0.0,6878366.954545454,22.84524666309524,20.79563029642857,0.0
2020-05-19 03:00:00,4135001,0.0,0.0,0.0,6878366.954545454,23.018200716666666,20.81359565,0.0
2020-05-19 04:00:00,4135001,0.0,0.0,0.0,6878366.954545454,23.190629279761904,20.87247735357143,0.0
2020-05-19 05:00:00,4135001,0.0,0.0,0.0,6878366.954545454,23.258594249999998,21.1526632,7.957945421665e-05
2020-05-19 06:00:00,4135001,248.81534090704545,24.130965909374996,4.323457792329545,6878371.278011364,23.410224386904762,22.44525894047619,0.018353297481666624
2020-05-19 07:00:00,4135001,2759.8754058636364,270.7792816579545,149.18039772829545,6878516.134965909,24.59851998333333,28.17446443333333,0.19582242541666664
2020-05-19 08:00:00,4135001,3190.729099045455,313.0888595784091,425.4922889636364,6878792.446818182,25.443725348809522,32.419492394047616,0.22415173608809524
2020-05-19 09:00:00,4135001,6771.324675306818,663.0724837647728,913.7495941397727,6879280.704181819,26.864864566666668,42.09147131666666,0.4959170546666666
2020-05-19 10:00:00,4135001,7406.877029238636,724.7310267852273,1617.8587662386365,6879984.813306818,27.75621028333333,43.61470402619047,0.5493137353452381
2020-05-19 11:00:00,4135001,7210.587662409091,705.3482593712122,2306.45193,6880673.406439394,28.25326722777778,45.474864930555555,0.5319547189999999
2020-05-19 12:00:00,4135001,10657.84848484091,1041.1481060590909,3597.5113636363635,6881964.465909091,29.79805053333333,50.2430749,0.787080141
2020-05-19 13:00:00,4135001,8801.381493727273,860.9070819829547,4225.872564954546,6882592.82709091,29.900670966666667,48.4894446,0.6253125728333334
2020-05-19 14:00:00,4135001,9599.18709403409,938.7081980431817,5126.246956170455,6883493.2014999995,30.17277315595238,49.776135800000006,0.6901497009404761
2020-05-19 15:00:00,4135001,6344.329545465909,621.5272321431818,5934.867086090909,6884301.821579546,29.950729866666663,42.92621055,0.4474687416666666
